order_city,date,precipitation_mm,temp_mean_c,weather_code,weather_condition
Managua,2015-06-18,0.3,28.1,51,Rain
Managua,2015-06-19,0.0,28.4,3,Cloudy
Managua,2015-06-20,0.3,28.3,51,Rain
Managua,2015-06-21,0.0,28.3,3,Cloudy
Managua,2015-06-22,0.0,28.7,3,Cloudy
Managua,2015-06-23,0.0,28.3,3,Cloudy
Managua,2015-06-24,0.0,28.7,3,Cloudy
Managua,2015-06-25,0.1,28.8,51,Rain
Managua,2015-06-26,0.0,28.8,3,Cloudy
Managua,2015-06-27,0.0,29.0,3,Cloudy
Managua,2015-06-28,0.0,28.9,3,Cloudy
Managua,2015-06-29,0.6,28.5,51,Rain
Managua,2015-06-30,0.0,28.9,3,Cloudy
Managua,2015-07-01,0.0,28.9,3,Cloudy
Managua,2015-07-02,0.0,29.2,3,Cloudy
Managua,2015-07-03,0.0,29.3,3,Cloudy
Managua,2015-07-04,0.0,29.0,3,Cloudy
Managua,2015-07-05,0.0,28.9,3,Cloudy
Managua,2015-07-06,0.1,28.7,51,Rain
Managua,2015-07-07,0.0,28.9,3,Cloudy
Managua,2015-07-08,1.5,27.6,51,Rain
Managua,2015-07-09,9.7,25.8,63,Rain
Managua,2015-07-10,6.4,26.3,63,Rain
Managua,2015-07-11,0.1,27.8,51,Rain
Managua,2015-07-12,0.0,28.3,3,Cloudy
Managua,2015-07-13,0.2,28.0,51,Rain
Managua,2015-07-14,0.2,27.6,51,Rain
Managua,2015-07-15,0.2,27.9,51,Rain
Managua,2015-07-16,0.0,27.8,3,Cloudy
Managua,2015-07-17,0.0,28.8,3,Cloudy
Managua,2015-07-18,3.4,28.3,61,Rain
Managua,2015-07-19,2.8,27.4,61,Rain
Managua,2015-07-20,0.0,28.2,3,Cloudy
Managua,2015-07-21,0.0,28.2,3,Cloudy
Managua,2015-07-22,0.0,27.9,3,Cloudy
Managua,2015-07-23,0.0,27.7,3,Cloudy
Managua,2015-07-24,0.7,28.0,51,Rain
Managua,2015-07-25,0.0,29.0,3,Cloudy
Managua,2015-07-26,0.0,29.1,3,Cloudy
Managua,2015-07-27,0.0,29.1,3,Cloudy
Managua,2015-07-28,0.0,29.4,3,Cloudy
Managua,2015-07-29,0.2,28.9,51,Rain
Managua,2015-07-30,0.0,28.2,3,Cloudy
Managua,2015-07-31,0.0,28.5,3,Cloudy
Managua,2015-08-01,7.9,27.8,63,Rain
Managua,2015-08-02,0.2,28.5,51,Rain
Managua,2015-08-03,0.0,28.8,3,Cloudy
Managua,2015-08-04,0.0,29.1,3,Cloudy
Managua,2015-08-05,0.1,29.6,51,Rain
Managua,2015-08-06,0.0,29.8,3,Cloudy
Managua,2015-08-07,0.0,29.5,3,Cloudy
Managua,2015-08-08,0.4,29.5,51,Rain
Managua,2015-08-09,1.4,29.1,61,Rain
Managua,2015-08-10,0.7,27.9,51,Rain
Managua,2015-08-11,0.3,27.0,51,Rain
Managua,2015-08-12,0.0,28.6,3,Cloudy
Managua,2015-08-13,0.0,29.0,3,Cloudy
Managua,2015-08-14,0.8,28.8,51,Rain
Managua,2015-08-15,0.0,28.6,3,Cloudy
Managua,2015-08-16,5.0,27.8,63,Rain
Managua,2015-08-17,0.2,28.9,51,Rain
Managua,2015-08-18,0.0,29.5,3,Cloudy
Managua,2015-08-19,0.0,29.3,3,Cloudy
Managua,2015-08-20,0.0,29.5,1,Clear
Managua,2015-08-21,0.0,29.6,3,Cloudy
Managua,2015-08-22,0.0,28.5,3,Cloudy
Managua,2015-08-23,0.9,28.7,53,Rain
Managua,2015-08-24,0.0,29.6,3,Cloudy
Managua,2015-08-25,0.2,28.9,51,Rain
Managua,2015-08-26,6.3,28.7,63,Rain
Managua,2015-08-27,0.2,29.1,51,Rain
Managua,2015-08-28,0.1,29.5,51,Rain
Managua,2015-08-29,0.0,29.8,3,Cloudy
Managua,2015-08-30,0.3,29.8,51,Rain
Managua,2015-08-31,0.5,29.0,53,Rain
Managua,2015-09-01,1.0,29.0,53,Rain
Managua,2015-09-02,0.8,28.4,53,Rain
Managua,2015-09-03,3.4,27.6,61,Rain
Managua,2015-09-04,5.0,27.8,61,Rain
Managua,2015-09-05,0.1,28.0,51,Rain
Managua,2015-09-06,0.0,28.8,3,Cloudy
Managua,2015-09-07,0.1,29.0,51,Rain
Managua,2015-09-08,0.2,28.5,51,Rain
Managua,2015-09-09,0.6,28.4,51,Rain
Managua,2015-09-10,0.2,28.4,51,Rain
Managua,2015-09-11,0.0,29.4,3,Cloudy
Managua,2015-09-12,6.8,28.4,63,Rain
Managua,2015-09-13,1.5,27.7,53,Rain
Managua,2015-09-14,0.2,28.5,51,Rain
Managua,2015-09-15,0.0,29.3,2,Cloudy
Managua,2015-09-16,2.6,29.0,61,Rain
Managua,2015-09-17,0.0,29.7,3,Cloudy
Managua,2015-09-18,3.7,27.8,61,Rain
Managua,2015-09-19,9.3,27.2,63,Rain
Managua,2015-09-20,1.3,28.5,53,Rain
Managua,2015-09-21,5.3,28.1,63,Rain
Managua,2015-09-22,4.0,27.0,53,Rain
Managua,2015-09-23,17.3,26.1,63,Rain
Managua,2015-09-24,12.0,26.2,61,Rain
Managua,2015-09-25,10.3,27.0,63,Rain
Managua,2015-09-26,1.2,27.9,53,Rain
Managua,2015-09-27,4.4,27.4,63,Rain
Managua,2015-09-28,7.8,28.1,63,Rain
Managua,2015-09-29,0.7,28.0,51,Rain
Managua,2015-09-30,3.2,27.8,53,Rain
Managua,2015-10-01,2.6,27.6,61,Rain
Managua,2015-10-02,3.0,26.9,53,Rain
Managua,2015-10-03,7.1,27.1,63,Rain
Managua,2015-10-04,3.4,27.5,63,Rain
Managua,2015-10-05,0.3,28.4,51,Rain
Managua,2015-10-06,0.0,29.1,3,Cloudy
Managua,2015-10-07,0.0,28.9,3,Cloudy
Managua,2015-10-08,0.3,28.2,51,Rain
Managua,2015-10-09,4.2,27.8,63,Rain
Managua,2015-10-10,0.1,28.2,51,Rain
Managua,2015-10-11,0.3,28.2,51,Rain
Managua,2015-10-12,2.6,27.0,55,Rain
Managua,2015-10-13,10.3,26.7,63,Rain
Managua,2015-10-14,16.3,26.6,63,Rain
Managua,2015-10-15,16.7,25.7,61,Rain
Managua,2015-10-16,36.5,25.6,63,Rain
Managua,2015-10-17,30.2,25.1,63,Rain
Managua,2015-10-18,4.0,25.9,55,Rain
Managua,2015-10-19,6.9,26.5,61,Rain
Managua,2015-10-20,4.9,26.7,63,Rain
Managua,2015-10-21,8.0,26.8,63,Rain
Managua,2015-10-22,0.0,27.9,2,Cloudy
Managua,2015-10-23,0.3,27.7,51,Rain
Managua,2015-10-24,0.3,27.1,51,Rain
Managua,2015-10-25,0.5,27.3,51,Rain
Managua,2015-10-26,0.4,27.4,51,Rain
Managua,2015-10-27,0.3,27.1,51,Rain
Managua,2015-10-28,0.6,27.0,51,Rain
Managua,2015-10-29,0.0,27.8,1,Clear
Managua,2015-10-30,0.5,27.5,51,Rain
Managua,2015-10-31,0.0,27.8,2,Cloudy
Managua,2015-11-01,0.4,27.8,51,Rain
Managua,2015-11-02,0.8,27.6,53,Rain
Managua,2015-11-03,0.4,27.5,51,Rain
Managua,2015-11-04,0.7,27.3,51,Rain
Managua,2015-11-05,1.9,26.9,53,Rain
Managua,2015-11-06,1.5,27.0,53,Rain
Managua,2015-11-07,0.0,27.6,3,Cloudy
Managua,2015-11-08,0.0,28.2,3,Cloudy
Managua,2015-11-09,0.9,28.2,53,Rain
Managua,2015-11-10,2.5,27.3,61,Rain
Managua,2015-11-11,2.6,25.8,53,Rain
Managua,2015-11-12,3.7,26.4,61,Rain
Managua,2015-11-13,3.1,27.0,61,Rain
Managua,2015-11-14,6.1,26.6,63,Rain
Managua,2015-11-15,0.9,27.2,53,Rain
Managua,2015-11-16,2.4,27.0,55,Rain
Managua,2015-11-17,0.8,27.1,53,Rain
Managua,2015-11-18,2.0,27.0,53,Rain
Managua,2015-11-19,3.1,26.6,61,Rain
Managua,2015-11-20,14.5,25.3,63,Rain
Managua,2015-11-21,11.2,26.1,65,Rain
Managua,2015-11-22,0.0,26.8,3,Cloudy
Managua,2015-11-23,0.0,27.3,2,Cloudy
Managua,2015-11-24,0.0,27.5,2,Cloudy
Managua,2015-11-25,0.0,27.5,3,Cloudy
Managua,2015-11-26,0.0,27.6,2,Cloudy
Managua,2015-11-27,0.0,27.6,3,Cloudy
Managua,2015-11-28,0.0,27.5,2,Cloudy
Managua,2015-11-29,0.0,26.9,0,Clear
Managua,2015-11-30,0.0,27.5,1,Clear
Managua,2015-12-01,0.0,27.6,1,Clear
Managua,2015-12-02,0.0,27.6,2,Cloudy
Managua,2015-12-03,0.3,27.9,51,Rain
Managua,2015-12-04,0.6,28.9,53,Rain
Managua,2015-12-05,0.3,27.9,51,Rain
Managua,2015-12-06,0.0,27.9,1,Clear
Managua,2015-12-07,0.0,28.0,3,Cloudy
Managua,2015-12-08,0.2,27.9,51,Rain
Managua,2015-12-09,0.0,28.3,2,Cloudy
Managua,2015-12-10,0.0,28.4,2,Cloudy
Managua,2015-12-11,0.0,28.4,3,Cloudy
Managua,2015-12-12,0.0,28.2,3,Cloudy
Managua,2015-12-13,0.0,28.4,3,Cloudy
Managua,2015-12-14,0.0,28.7,1,Clear
Managua,2015-12-15,0.0,28.8,1,Clear
Managua,2015-12-16,0.0,28.5,1,Clear
Managua,2015-12-17,0.0,28.4,1,Clear
Managua,2015-12-18,0.2,28.1,51,Rain
Managua,2015-12-19,0.0,27.8,3,Cloudy
Managua,2015-12-20,0.0,28.1,2,Cloudy
Managua,2015-12-21,0.0,28.7,2,Cloudy
Managua,2015-12-22,0.0,28.3,3,Cloudy
Managua,2015-12-23,0.0,28.2,3,Cloudy
Managua,2015-12-24,0.0,28.6,3,Cloudy
Managua,2015-12-25,0.0,28.3,2,Cloudy
Managua,2015-12-26,0.0,28.1,1,Clear
Managua,2015-12-27,0.0,28.2,2,Cloudy
Managua,2015-12-28,0.0,28.5,3,Cloudy
Managua,2015-12-29,0.0,28.7,3,Cloudy
Managua,2015-12-30,0.0,28.8,3,Cloudy
Managua,2015-12-31,0.0,28.2,3,Cloudy
Managua,2016-01-01,0.0,28.5,1,Clear
Managua,2016-01-02,0.0,28.1,0,Clear
Managua,2016-01-03,0.0,28.3,3,Cloudy
Managua,2016-01-04,0.0,28.0,2,Cloudy
Managua,2016-01-05,0.0,28.5,2,Cloudy
Managua,2016-01-06,0.0,28.2,3,Cloudy
Managua,2016-01-07,0.0,28.2,2,Cloudy
Managua,2016-01-08,0.0,28.4,1,Clear
Managua,2016-01-09,0.0,28.2,2,Cloudy
Managua,2016-01-10,0.0,28.5,2,Cloudy
Managua,2016-01-11,0.0,27.5,3,Cloudy
Managua,2016-01-12,0.0,27.9,1,Clear
Managua,2016-01-13,0.0,28.0,3,Cloudy
Managua,2016-01-14,0.0,28.2,3,Cloudy
Managua,2016-01-15,0.0,28.2,0,Clear
Managua,2016-01-16,0.0,28.4,0,Clear
Managua,2016-01-17,0.0,28.8,0,Clear
Managua,2016-01-18,0.0,28.1,1,Clear
Managua,2016-01-19,0.0,27.0,3,Cloudy
Managua,2016-01-20,0.0,27.8,3,Cloudy
Managua,2016-01-21,0.0,28.1,2,Cloudy
Managua,2016-01-22,0.0,28.8,2,Cloudy
Managua,2016-01-23,0.0,28.0,3,Cloudy
Managua,2016-01-24,0.0,27.1,3,Cloudy
Managua,2016-01-25,0.0,26.5,3,Cloudy
Managua,2016-01-26,0.0,28.2,2,Cloudy
Managua,2016-01-27,0.0,28.1,0,Clear
Managua,2016-01-28,0.0,28.6,2,Cloudy
Managua,2016-01-29,0.0,28.8,3,Cloudy
Managua,2016-01-30,0.0,28.3,2,Cloudy
Managua,2016-01-31,0.0,28.2,0,Clear
Managua,2016-02-01,0.0,28.2,1,Clear
Managua,2016-02-02,0.0,28.2,1,Clear
Managua,2016-02-03,0.0,28.4,3,Cloudy
Managua,2016-02-04,0.0,28.6,2,Cloudy
Managua,2016-02-05,0.0,28.3,3,Cloudy
Managua,2016-02-06,0.0,28.2,0,Clear
Managua,2016-02-07,0.0,27.3,3,Cloudy
Managua,2016-02-08,0.0,27.0,3,Cloudy
Managua,2016-02-09,0.0,27.7,2,Cloudy
Managua,2016-02-10,0.0,27.2,2,Cloudy
Managua,2016-02-11,0.0,26.7,1,Clear
Managua,2016-02-12,0.0,27.9,2,Cloudy
Managua,2016-02-13,0.0,28.1,3,Cloudy
Managua,2016-02-14,0.0,27.9,3,Cloudy
Managua,2016-02-15,0.0,28.4,3,Cloudy
Managua,2016-02-16,0.0,29.1,0,Clear
Managua,2016-02-17,0.0,28.9,2,Cloudy
Managua,2016-02-18,0.0,28.8,2,Cloudy
Managua,2016-02-19,0.0,28.6,2,Cloudy
Managua,2016-02-20,0.0,28.0,2,Cloudy
Managua,2016-02-21,0.0,28.4,3,Cloudy
Managua,2016-02-22,0.0,28.6,3,Cloudy
Managua,2016-02-23,0.0,29.0,3,Cloudy
Managua,2016-02-24,0.0,30.1,2,Cloudy
Managua,2016-02-25,0.0,29.6,1,Clear
Managua,2016-02-26,0.0,28.9,3,Cloudy
Managua,2016-02-27,0.0,28.2,3,Cloudy
Managua,2016-02-28,0.0,27.8,2,Cloudy
Managua,2016-02-29,0.0,28.4,3,Cloudy
Managua,2016-03-01,0.0,28.7,3,Cloudy
Managua,2016-03-02,0.0,29.2,3,Cloudy
Managua,2016-03-03,0.0,29.1,3,Cloudy
Managua,2016-03-04,0.0,29.5,3,Cloudy
Managua,2016-03-05,0.0,29.4,3,Cloudy
Managua,2016-03-06,0.0,29.6,3,Cloudy
Managua,2016-03-07,0.2,29.5,51,Rain
Managua,2016-03-08,0.0,29.2,3,Cloudy
Managua,2016-03-09,0.0,29.6,3,Cloudy
Managua,2016-03-10,0.3,29.0,51,Rain
Managua,2016-03-11,0.0,29.3,2,Cloudy
Managua,2016-03-12,0.0,29.4,3,Cloudy
Managua,2016-03-13,0.0,29.5,0,Clear
Managua,2016-03-14,0.0,29.4,3,Cloudy
Managua,2016-03-15,0.0,29.5,1,Clear
Managua,2016-03-16,0.0,29.8,2,Cloudy
Managua,2016-03-17,0.0,29.5,3,Cloudy
Managua,2016-03-18,0.0,30.1,2,Cloudy
Managua,2016-03-19,0.0,30.6,3,Cloudy
Managua,2016-03-20,0.0,31.6,3,Cloudy
Managua,2016-03-21,0.0,31.5,1,Clear
Managua,2016-03-22,0.0,30.2,2,Cloudy
Managua,2016-03-23,0.0,29.7,3,Cloudy
Managua,2016-03-24,0.0,29.9,2,Cloudy
Managua,2016-03-25,0.0,30.3,3,Cloudy
Managua,2016-03-26,0.0,30.3,3,Cloudy
Managua,2016-03-27,0.0,30.3,2,Cloudy
Managua,2016-03-28,0.0,30.5,3,Cloudy
Managua,2016-03-29,0.0,30.9,3,Cloudy
Managua,2016-03-30,0.0,30.7,3,Cloudy
Managua,2016-03-31,0.0,31.0,3,Cloudy
Managua,2016-04-01,0.2,30.1,51,Rain
Managua,2016-04-02,0.0,30.3,3,Cloudy
Managua,2016-04-03,0.0,31.3,3,Cloudy
Managua,2016-04-04,0.0,30.8,2,Cloudy
Managua,2016-04-05,0.0,30.9,2,Cloudy
Managua,2016-04-06,0.0,30.3,3,Cloudy
Managua,2016-04-07,0.0,30.4,3,Cloudy
Managua,2016-04-08,0.0,30.9,1,Clear
Managua,2016-04-09,0.0,30.2,2,Cloudy
Managua,2016-04-10,0.0,30.0,3,Cloudy
Managua,2016-04-11,0.0,30.4,3,Cloudy
Managua,2016-04-12,0.0,30.5,3,Cloudy
Managua,2016-04-13,0.0,30.3,3,Cloudy
Managua,2016-04-14,0.0,30.5,2,Cloudy
Managua,2016-04-15,0.0,30.7,1,Clear
Managua,2016-04-16,0.0,30.9,2,Cloudy
Managua,2016-04-17,0.0,31.0,3,Cloudy
Managua,2016-04-18,0.0,31.3,3,Cloudy
Managua,2016-04-19,0.0,31.6,3,Cloudy
Managua,2016-04-20,0.0,30.5,3,Cloudy
Managua,2016-04-21,0.0,31.4,3,Cloudy
Managua,2016-04-22,0.2,32.2,51,Rain
Managua,2016-04-23,0.0,32.2,3,Cloudy
Managua,2016-04-24,2.8,30.6,53,Rain
Managua,2016-04-25,4.9,29.8,61,Rain
Managua,2016-04-26,9.2,29.2,63,Rain
Managua,2016-04-27,2.5,28.3,53,Rain
Managua,2016-04-28,1.7,28.9,51,Rain
Managua,2016-04-29,10.5,28.1,61,Rain
Managua,2016-04-30,4.4,28.1,61,Rain
Managua,2016-05-01,2.6,28.3,55,Rain
Managua,2016-05-02,3.2,28.3,55,Rain
Managua,2016-05-03,0.5,28.9,53,Rain
Managua,2016-05-04,2.0,28.6,53,Rain
Managua,2016-05-05,7.8,27.7,63,Rain
Managua,2016-05-06,19.6,27.5,63,Rain
Managua,2016-05-07,20.7,27.5,63,Rain
Managua,2016-05-08,0.0,28.3,3,Cloudy
Managua,2016-05-09,0.0,28.7,3,Cloudy
Managua,2016-05-10,0.0,29.1,3,Cloudy
Managua,2016-05-11,0.3,29.3,51,Rain
Managua,2016-05-12,0.0,29.7,2,Cloudy
Managua,2016-05-13,0.0,29.8,3,Cloudy
Managua,2016-05-14,0.0,30.5,3,Cloudy
Managua,2016-05-15,0.2,30.2,51,Rain
Managua,2016-05-16,0.9,29.3,51,Rain
Managua,2016-05-17,3.5,29.4,63,Rain
Managua,2016-05-18,4.0,28.8,61,Rain
Managua,2016-05-19,0.7,28.9,51,Rain
Managua,2016-05-20,0.4,29.5,51,Rain
Managua,2016-05-21,0.0,30.2,3,Cloudy
Managua,2016-05-22,0.0,30.2,3,Cloudy
Managua,2016-05-23,0.0,30.4,3,Cloudy
Managua,2016-05-24,9.5,29.6,63,Rain
Managua,2016-05-25,1.1,29.8,51,Rain
Managua,2016-05-26,0.2,29.8,51,Rain
Managua,2016-05-27,4.5,29.5,61,Rain
Managua,2016-05-28,2.2,28.0,53,Rain
Managua,2016-05-29,15.5,28.4,63,Rain
Managua,2016-05-30,7.8,27.9,61,Rain
Managua,2016-05-31,11.3,27.0,61,Rain
Managua,2016-06-01,10.1,26.6,63,Rain
Managua,2016-06-02,7.8,27.0,63,Rain
Managua,2016-06-03,21.4,26.6,63,Rain
Managua,2016-06-04,20.0,26.1,63,Rain
Managua,2016-06-05,6.8,25.7,61,Rain
Managua,2016-06-06,6.1,26.9,63,Rain
Managua,2016-06-07,12.8,27.0,63,Rain
Managua,2016-06-08,11.3,27.1,63,Rain
Managua,2016-06-09,1.5,27.7,53,Rain
Managua,2016-06-10,3.8,27.6,61,Rain
Managua,2016-06-11,19.0,26.3,63,Rain
Managua,2016-06-12,0.3,27.0,51,Rain
Managua,2016-06-13,0.0,28.1,3,Cloudy
Managua,2016-06-14,0.0,27.7,3,Cloudy
Managua,2016-06-15,6.3,27.1,63,Rain
Managua,2016-06-16,0.8,27.9,53,Rain
Managua,2016-06-17,9.3,27.2,63,Rain
Managua,2016-06-18,2.3,27.5,55,Rain
Managua,2016-06-19,0.0,28.0,3,Cloudy
Managua,2016-06-20,0.0,28.2,3,Cloudy
Managua,2016-06-21,2.9,27.5,61,Rain
Managua,2016-06-22,20.1,27.2,65,Rain
Managua,2016-06-23,0.4,27.6,51,Rain
Managua,2016-06-24,0.5,27.9,53,Rain
Managua,2016-06-25,0.8,27.3,53,Rain
Managua,2016-06-26,1.0,27.3,55,Rain
Managua,2016-06-27,1.6,27.5,53,Rain
Managua,2016-06-28,1.8,27.7,61,Rain
Managua,2016-06-29,0.1,28.2,51,Rain
Managua,2016-06-30,0.4,28.4,51,Rain
Managua,2016-07-01,0.0,28.4,3,Cloudy
Managua,2016-07-02,0.0,28.8,3,Cloudy
Managua,2016-07-03,0.2,28.2,51,Rain
Managua,2016-07-04,0.0,28.6,3,Cloudy
Managua,2016-07-05,0.0,28.8,3,Cloudy
Managua,2016-07-06,0.0,28.5,3,Cloudy
Managua,2016-07-07,0.9,27.8,53,Rain
Managua,2016-07-08,4.5,26.8,61,Rain
Managua,2016-07-09,0.4,27.4,51,Rain
Managua,2016-07-10,0.0,28.8,3,Cloudy
Managua,2016-07-11,0.6,28.0,53,Rain
Managua,2016-07-12,5.3,27.2,63,Rain
Managua,2016-07-13,0.3,27.8,51,Rain
Managua,2016-07-14,0.0,28.3,3,Cloudy
Managua,2016-07-15,0.2,28.2,51,Rain
Managua,2016-07-16,1.0,28.1,55,Rain
Managua,2016-07-17,0.3,27.6,51,Rain
Managua,2016-07-18,2.1,27.2,61,Rain
Managua,2016-07-19,2.3,25.5,53,Rain
Managua,2016-07-20,0.0,28.3,3,Cloudy
Managua,2016-07-21,0.3,28.7,51,Rain
Managua,2016-07-22,0.5,28.3,51,Rain
Managua,2016-07-23,2.2,27.5,61,Rain
Managua,2016-07-24,0.7,28.3,51,Rain
Managua,2016-07-25,0.0,28.5,2,Cloudy
Managua,2016-07-26,0.1,28.9,51,Rain
Managua,2016-07-27,0.4,28.8,51,Rain
Managua,2016-07-28,1.5,28.8,61,Rain
Managua,2016-07-29,5.2,27.6,63,Rain
Managua,2016-07-30,0.0,28.0,3,Cloudy
Managua,2016-07-31,1.8,27.8,61,Rain
Managua,2016-08-01,0.0,29.1,3,Cloudy
Managua,2016-08-02,0.7,28.5,51,Rain
Managua,2016-08-03,10.4,26.6,63,Rain
Managua,2016-08-04,17.9,26.0,63,Rain
Managua,2016-08-05,6.0,27.0,63,Rain
Managua,2016-08-06,2.7,27.6,55,Rain
Managua,2016-08-07,0.7,28.8,53,Rain
Managua,2016-08-08,2.1,28.1,61,Rain
Managua,2016-08-09,0.7,28.4,53,Rain
Managua,2016-08-10,0.1,28.8,51,Rain
Managua,2016-08-11,0.7,28.3,51,Rain
Managua,2016-08-12,6.1,27.9,63,Rain
Managua,2016-08-13,9.5,27.2,63,Rain
Managua,2016-08-14,5.7,27.0,63,Rain
Managua,2016-08-15,3.0,26.5,53,Rain
Managua,2016-08-16,2.0,27.9,61,Rain
Managua,2016-08-17,4.1,27.6,63,Rain
Managua,2016-08-18,0.0,28.2,3,Cloudy
Managua,2016-08-19,0.0,28.5,3,Cloudy
Managua,2016-08-20,0.0,28.4,3,Cloudy
Managua,2016-08-21,1.7,27.7,61,Rain
Managua,2016-08-22,1.3,27.9,61,Rain
Managua,2016-08-23,0.0,29.0,3,Cloudy
Managua,2016-08-24,0.0,28.9,3,Cloudy
Managua,2016-08-25,5.0,28.0,63,Rain
Managua,2016-08-26,5.9,27.2,61,Rain
Managua,2016-08-27,4.7,27.1,61,Rain
Managua,2016-08-28,6.9,27.0,61,Rain
Managua,2016-08-29,15.5,26.6,63,Rain
Managua,2016-08-30,4.9,26.9,61,Rain
Managua,2016-08-31,6.0,26.8,55,Rain
Managua,2016-09-01,6.0,26.4,61,Rain
Managua,2016-09-02,9.0,26.6,63,Rain
Managua,2016-09-03,1.5,27.7,55,Rain
Managua,2016-09-04,1.2,27.4,55,Rain
Managua,2016-09-05,0.2,27.5,51,Rain
Managua,2016-09-06,2.5,26.9,55,Rain
Managua,2016-09-07,2.2,27.4,55,Rain
Managua,2016-09-08,9.4,27.5,63,Rain
Managua,2016-09-09,1.5,27.3,55,Rain
Managua,2016-09-10,0.3,27.7,51,Rain
Managua,2016-09-11,3.2,27.2,55,Rain
Managua,2016-09-12,13.1,25.6,63,Rain
Managua,2016-09-13,13.5,26.5,63,Rain
Managua,2016-09-14,7.2,26.7,63,Rain
Managua,2016-09-15,8.5,26.8,63,Rain
Managua,2016-09-16,3.5,26.5,63,Rain
Managua,2016-09-17,0.9,27.5,51,Rain
Managua,2016-09-18,0.1,28.0,51,Rain
Managua,2016-09-19,0.1,28.1,51,Rain
Managua,2016-09-20,0.1,28.0,51,Rain
Managua,2016-09-21,6.9,27.1,63,Rain
Managua,2016-09-22,4.4,26.7,63,Rain
Managua,2016-09-23,1.4,27.0,61,Rain
Managua,2016-09-24,3.7,27.0,63,Rain
Managua,2016-09-25,2.0,27.4,55,Rain
Managua,2016-09-26,2.5,27.2,61,Rain
Managua,2016-09-27,0.1,27.7,51,Rain
Managua,2016-09-28,0.8,27.7,53,Rain
Managua,2016-09-29,1.6,27.8,53,Rain
Managua,2016-09-30,0.2,28.7,51,Rain
Managua,2016-10-01,3.3,28.5,61,Rain
Managua,2016-10-02,0.7,27.4,53,Rain
Managua,2016-10-03,2.7,26.7,53,Rain
Managua,2016-10-04,3.4,26.8,53,Rain
Managua,2016-10-05,5.9,27.0,63,Rain
Managua,2016-10-06,20.3,26.6,65,Rain
Managua,2016-10-07,10.7,26.2,63,Rain
Managua,2016-10-08,0.6,26.9,51,Rain
Managua,2016-10-09,3.6,26.9,63,Rain
Managua,2016-10-10,0.0,27.1,3,Cloudy
Managua,2016-10-11,0.4,27.9,51,Rain
Managua,2016-10-12,3.8,27.2,63,Rain
Managua,2016-10-13,4.1,26.8,53,Rain
Managua,2016-10-14,4.2,26.7,63,Rain
Managua,2016-10-15,7.8,26.7,63,Rain
Managua,2016-10-16,18.0,26.3,63,Rain
Managua,2016-10-17,25.3,25.7,63,Rain
Managua,2016-10-18,24.7,25.2,61,Rain
Managua,2016-10-19,31.6,24.9,63,Rain
Managua,2016-10-20,21.2,24.7,63,Rain
Managua,2016-10-21,6.6,25.1,61,Rain
Managua,2016-10-22,0.2,27.3,51,Rain
Managua,2016-10-23,0.0,27.5,3,Cloudy
Managua,2016-10-24,1.7,27.1,55,Rain
Managua,2016-10-25,5.3,26.7,63,Rain
Managua,2016-10-26,0.3,26.6,51,Rain
Managua,2016-10-27,0.0,26.6,2,Cloudy
Managua,2016-10-28,0.0,26.9,3,Cloudy
Managua,2016-10-29,1.9,26.7,53,Rain
Managua,2016-10-30,2.1,27.0,61,Rain
Managua,2016-10-31,8.7,26.6,63,Rain
Managua,2016-11-01,7.2,26.0,61,Rain
Managua,2016-11-02,2.6,26.2,53,Rain
Managua,2016-11-03,3.8,26.2,61,Rain
Managua,2016-11-04,0.9,26.7,53,Rain
Managua,2016-11-05,0.5,26.9,53,Rain
Managua,2016-11-06,0.0,27.3,3,Cloudy
Managua,2016-11-07,0.0,27.2,1,Clear
Managua,2016-11-08,0.0,27.0,3,Cloudy
Managua,2016-11-09,0.0,27.1,3,Cloudy
Managua,2016-11-10,0.2,27.6,51,Rain
Managua,2016-11-11,5.1,27.0,63,Rain
Managua,2016-11-12,0.7,27.0,53,Rain
Managua,2016-11-13,4.1,26.6,61,Rain
Managua,2016-11-14,0.9,26.7,53,Rain
Managua,2016-11-15,5.1,26.6,61,Rain
Managua,2016-11-16,5.6,26.7,63,Rain
Managua,2016-11-17,0.0,27.1,3,Cloudy
Managua,2016-11-18,3.2,26.6,61,Rain
Managua,2016-11-19,0.9,26.8,53,Rain
Managua,2016-11-20,0.0,27.0,3,Cloudy
Managua,2016-11-21,0.0,25.8,3,Cloudy
Managua,2016-11-22,0.0,25.7,3,Cloudy
Managua,2016-11-23,2.2,25.2,53,Rain
Managua,2016-11-24,1.5,26.9,53,Rain
Managua,2016-11-25,4.6,26.4,61,Rain
Managua,2016-11-26,0.2,26.5,51,Rain
Managua,2016-11-27,0.0,27.7,3,Cloudy
Managua,2016-11-28,0.0,27.4,3,Cloudy
Managua,2016-11-29,0.2,26.8,51,Rain
Managua,2016-11-30,0.1,26.6,51,Rain
Managua,2016-12-01,0.0,27.4,3,Cloudy
Managua,2016-12-02,0.0,27.8,3,Cloudy
Managua,2016-12-03,0.0,27.4,3,Cloudy
Managua,2016-12-04,1.3,26.4,51,Rain
Managua,2016-12-05,0.6,26.7,51,Rain
Managua,2016-12-06,0.0,27.4,3,Cloudy
Managua,2016-12-07,0.0,27.4,2,Cloudy
Managua,2016-12-08,0.3,27.0,51,Rain
Managua,2016-12-09,2.6,26.7,53,Rain
